"","Year","Area","Street","Street.2"
"4384",2012,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"4385",2012,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"4386",2012,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"4387",2012,"Dudley"," Highland̴Road,̴Dudley"," Highland Road, Dudley"
"4388",2012,"Dudley"," Hill̴Street,̴Brierley̴Hill"," Hill Street, Brierley Hill"
"4389",2012,"Dudley","Hillside̴Rd","Hillside Rd"
"4390",2012,"Dudley","Home̴address","Home address"
"4391",2012,"Dudley"," Level̴street̴,̴Brierley̴hill"," Level street , Brierley hill"
"4392",2012,"Dudley","lye̴high̴street","lye high street"
"4393",2012,"Dudley","Malvern̴Crescent","Malvern Crescent"
"4394",2012,"Dudley"," Market̴St,̴Kford"," Market St, Kford"
"4395",2012,"Dudley","merry̴hill","merry hill"
"4396",2012,"Dudley","New̴St","New St"
"4397",2012,"Dudley","new̴st̴dudley","new st dudley"
"4398",2012,"Dudley","new̴st̴dudley","new st dudley"
"4399",2012,"Dudley"," New̴Street,̴Dudley"," New Street, Dudley"
"4400",2012,"Dudley"," North̴Street,̴Dudley"," North Street, Dudley"
"4401",2012,"Dudley","Norton̴Road","Norton Road"
"4402",2012,"Dudley","Oakfield̴road̴Wollescote","Oakfield road Wollescote"
"4403",2012,"Dudley","OS̴BHPS","OS BHPS"
"4404",2012,"Dudley","overend̴rd","overend rd"
"4405",2012,"Dudley","park̴road̴netherton","park road netherton"
"4406",2012,"Dudley"," Pedmore̴Road,Lye"," Pedmore Road,Lye"
"4407",2012,"Dudley","Quarry̴Bank̴High̴Street","Quarry Bank High Street"
"4408",2012,"Dudley","queens̴way̴halesowen","queens way halesowen"
"4409",2012,"Dudley"," Springfield̴Rd,̴Blackheath"," Springfield Rd, Blackheath"
"4410",2012,"Dudley","St̴Michaels̴Street̴West̴Bromwich","St Michaels Street West Bromwich"
"4411",2012,"Dudley","Stourbridge̴High̴ST","Stourbridge High ST"
"4412",2012,"Dudley","Stourbridge̴high̴street","Stourbridge high street"
"4413",2012,"Dudley","stourbridge̴high̴street","stourbridge high street"
"4414",2012,"Dudley","Stourbridge̴High̴Street","Stourbridge High Street"
"4415",2012,"Dudley","stourbridge̴high̴street","stourbridge high street"
"4416",2012,"Dudley","Stourbridge̴High̴Street","Stourbridge High Street"
"4417",2012,"Dudley","Stourbridge̴town̴centre","Stourbridge town centre"
"4418",2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote"
"4419",2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote"
"4420",2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote"
"4421",2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote"
"4422",2012,"Dudley"," The̴Forge,̴Cradley̴Heath"," The Forge, Cradley Heath"
"4423",2012,"Dudley"," Tower̴st,̴Dudley"," Tower st, Dudley"
"4424",2012,"Dudley"," Tower̴Street,̴Dudley"," Tower Street, Dudley"
"4425",2012,"Dudley"," Trident̴centre,̴Dudley"," Trident centre, Dudley"
"4426",2012,"Dudley","Wolverhampton̴Street̴Dudley","Wolverhampton Street Dudley"
"4427",2012,"Dudley"," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge"
"4428",2012,"Dudley"," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge"
"4429",2012,"Dudley"," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge"
"4430",2012,"Dudley"," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge"
"4431",2012,"Dudley"," Worcester̴St,̴Stourbridge"," Worcester St, Stourbridge"
"4432",2012,"Solihull","Anchor̴Lane","Anchor Lane"
"4433",2012,"Solihull","Apres̴Solihull̴Town̴Centre","Apres Solihull Town Centre"
"4434",2012,"Solihull","Aspen̴Dr̴CWTC","Aspen Dr CWTC"
"4435",2012,"Solihull","Bham̴International","Bham International"
"4436",2012,"Solihull","Bham̴International","Bham International"
"4437",2012,"Solihull","BHX","BHX"
"4438",2012,"Solihull","BHX","BHX"
"4439",2012,"Solihull","bhx","bhx"
"4440",2012,"Solihull","BHX̴�����̴Terminal̴1","BHX ����� Terminal 1"
"4441",2012,"Solihull","Birch̴Croft","Birch Croft"
"4442",2012,"Solihull","birmingham̴airport","birmingham airport"
"4443",2012,"Solihull","Birmingham̴International̴̴Airport","Birmingham International  Airport"
"4444",2012,"Solihull"," Blossomfield̴Road,̴Solihull"," Blossomfield Road, Solihull"
"4445",2012,"Solihull","Boldmere̴Gate","Boldmere Gate"
"4446",2012,"Solihull","bosworth̴drive","bosworth drive"
"4447",2012,"Solihull","bp̴warwick̴rd̴olton","bp warwick rd olton"
"4448",2012,"Solihull"," Bradford̴Road,̴Castle̴Brom"," Bradford Road, Castle Brom"
"4449",2012,"Solihull","burges","burges"
"4450",2012,"Solihull","burges","burges"
"4451",2012,"Solihull","Campden̴Green","Campden Green"
"4452",2012,"Solihull","chapelhouse̴rd","chapelhouse rd"
"4453",2012,"Solihull","chester̴rd","chester rd"
"4454",2012,"Solihull","chester̴rd","chester rd"
"4455",2012,"Solihull","chester̴rd","chester rd"
"4456",2012,"Solihull"," Chester̴Road,̴Castlebromwich"," Chester Road, Castlebromwich"
"4457",2012,"Solihull"," chester̴road,̴kingshurst"," chester road, kingshurst"
"4458",2012,"Solihull"," Churchill̴Road,̴Solihull"," Churchill Road, Solihull"
"4459",2012,"Solihull","Clopton̴Crescent","Clopton Crescent"
"4460",2012,"Solihull","Clopton̴Crescent","Clopton Crescent"
"4461",2012,"Solihull"," cooks̴lane,̴chelmsley̴wood"," cooks lane, chelmsley wood"
"4462",2012,"Solihull","drury̴lane","drury lane"
"4463",2012,"Solihull"," Drury̴Lane̴,Solihull."," Drury Lane ,Solihull."
"4464",2012,"Solihull","Farthings̴PH̴̴̴Green̴Lane","Farthings PH   Green Lane"
"4465",2012,"Solihull"," Forth̴Drive,̴Chelmsley̴Wood"," Forth Drive, Chelmsley Wood"
"4466",2012,"Solihull"," glebe̴road,̴solihull"," glebe road, solihull"
"4467",2012,"Solihull"," Green̴lane̴,̴Shirley"," Green lane , Shirley"
"4468",2012,"Solihull"," Greville̴Pub,̴Solihull,̴Birmingham"," Greville Pub, Solihull, Birmingham"
"4469",2012,"Solihull","harvester̴pub̴solihull","harvester pub solihull"
"4470",2012,"Solihull","heaton̴rd̴solihull","heaton rd solihull"
"4471",2012,"Solihull","helmsford̴Drive","helmsford Drive"
"4472",2012,"Solihull","Helmswood̴Drive","Helmswood Drive"
"4473",2012,"Solihull","High̴St̴Knowle","High St Knowle"
"4474",2012,"Solihull","high̴st̴solihull","high st solihull"
"4475",2012,"Solihull","high̴st̴solihull","high st solihull"
"4476",2012,"Solihull","High̴St̴Solihull","High St Solihull"
"4477",2012,"Solihull","High̴St̴Solihull","High St Solihull"
"4478",2012,"Solihull"," High̴St,̴Solihull"," High St, Solihull"
"4479",2012,"Solihull"," high̴st,̴solihull"," high st, solihull"
"4480",2012,"Solihull"," High̴St,̴Solihull"," High St, Solihull"
"4481",2012,"Solihull","High̴Street","High Street"
"4482",2012,"Solihull","High̴Street","High Street"
"4483",2012,"Solihull","High̴Street","High Street"
"4484",2012,"Solihull","High̴Street","High Street"
"4485",2012,"Solihull","High̴Street","High Street"
"4486",2012,"Solihull","High̴street̴̴OS̴Hogs̴Head","High street  OS Hogs Head"
"4487",2012,"Solihull"," High̴Street̴,̴Solihull"," High Street , Solihull"
"4488",2012,"Solihull","High̴Street̴Solihull","High Street Solihull"
"4489",2012,"Solihull","High̴Street̴Solihull","High Street Solihull"
"4490",2012,"Solihull","High̴Street̴Solihull","High Street Solihull"
"4491",2012,"Solihull"," high̴street,̴solihull"," high street, solihull"
"4492",2012,"Solihull","Homer̴Road","Homer Road"
"4493",2012,"Solihull","homer̴road","homer road"
"4494",2012,"Solihull","homer̴road̴solihull","homer road solihull"
"4495",2012,"Solihull","Hurst̴Lane̴north̴J/W̴Green̴Lane","Hurst Lane north J/W Green Lane"
"4496",2012,"Solihull"," Kilcote̴Road,̴Shirley"," Kilcote Road, Shirley"
"4497",2012,"Solihull","Knowle̴Park","Knowle Park"
"4498",2012,"Solihull"," Lode̴Lane,̴Solihull,̴Birmingham"," Lode Lane, Solihull, Birmingham"
"4499",2012,"Solihull","London̴Road","London Road"
"4500",2012,"Solihull","M42","M42"
"4501",2012,"Solihull","Mc̴Donalds̴High̴St̴Solihull","Mc Donalds High St Solihull"
"4502",2012,"Solihull","mell̴square","mell square"
"4503",2012,"Solihull"," Mortons,̴Dickens̴heath,̴Solihull"," Mortons, Dickens heath, Solihull"
"4504",2012,"Solihull","NEC","NEC"
"4505",2012,"Solihull"," o/s̴bangor̴house,̴forth̴drive,̴chelmsley̴wood"," o/s bangor house, forth drive, chelmsley wood"
"4506",2012,"Solihull"," o/s̴hoggs̴head̴PH,̴Poplar̴Road,̴Solihull"," o/s hoggs head PH, Poplar Road, Solihull"
"4507",2012,"Solihull","O/S̴Hoggs̴head̴Poplar̴Way̴solihull","O/S Hoggs head Poplar Way solihull"
"4508",2012,"Solihull"," o/s̴Kings̴High̴St,̴Solihull"," o/s Kings High St, Solihull"
"4509",2012,"Solihull"," o/s̴Kings,̴Solihull"," o/s Kings, Solihull"
"4510",2012,"Solihull"," O/S̴LANGLEY̴HALL̴SOCIAL̴CLUB,̴LANGLEY̴HALL̴RD,̴OLTON"," O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON"
"4511",2012,"Solihull","O/S̴TOuchwood̴Centre̴Poplar̴Road̴Solihull","O/S TOuchwood Centre Poplar Road Solihull"
"4512",2012,"Solihull","Olton̴Railway̴Station","Olton Railway Station"
"4513",2012,"Solihull","Olton̴Tavern","Olton Tavern"
"4514",2012,"Solihull"," OS̴Assembly̴Rooms,̴Poplar̴Road,̴Solihull"," OS Assembly Rooms, Poplar Road, Solihull"
"4515",2012,"Solihull"," OS̴Masons̴PH,̴High̴Street̴Solihull"," OS Masons PH, High Street Solihull"
"4516",2012,"Solihull","OS̴Solihull̴Hospital","OS Solihull Hospital"
"4517",2012,"Solihull","OS̴Solihull̴Hospital","OS Solihull Hospital"
"4518",2012,"Solihull","OS̴Solihull̴Hospital","OS Solihull Hospital"
"4519",2012,"Solihull","Outside̴the̴Waterside̴Bar","Outside the Waterside Bar"
"4520",2012,"Solihull","pine̴square̴chelsmley̴wood","pine square chelsmley wood"
"4521",2012,"Solihull"," Plume̴of̴Feathers̴public̴house,̴Stratford̴Road,̴Shirley"," Plume of Feathers public house, Stratford Road, Shirley"
"4522",2012,"Solihull"," Poplar̴Avenue̴,Solihull."," Poplar Avenue ,Solihull."
"4523",2012,"Solihull","Poplar̴Rd","Poplar Rd"
"4524",2012,"Solihull","poplar̴rd̴solihull","poplar rd solihull"
"4525",2012,"Solihull","Poplar̴Rd̴Solihull̴Town̴Cebtre","Poplar Rd Solihull Town Cebtre"
"4526",2012,"Solihull","Poplar̴Rd̴Solihull̴Town̴Centre","Poplar Rd Solihull Town Centre"
"4527",2012,"Solihull","Poplar̴Rd̴Town̴Centre̴Solihull","Poplar Rd Town Centre Solihull"
"4528",2012,"Solihull"," poplar̴rd,̴solihull"," poplar rd, solihull"
"4529",2012,"Solihull","Poplar̴Road","Poplar Road"
"4530",2012,"Solihull","Poplar̴Road","Poplar Road"
"4531",2012,"Solihull","Poplar̴Road","Poplar Road"
"4532",2012,"Solihull","Poplar̴Road","Poplar Road"
"4533",2012,"Solihull","Poplar̴Road","Poplar Road"
"4534",2012,"Solihull","Poplar̴Road","Poplar Road"
"4535",2012,"Solihull","Poplar̴Road̴Solihull","Poplar Road Solihull"
"4536",2012,"Solihull","poplar̴road̴solihull","poplar road solihull"
"4537",2012,"Solihull","poplar̴road̴solihull","poplar road solihull"
"4538",2012,"Solihull"," Poplar̴Road,̴Solihull"," Poplar Road, Solihull"
"4539",2012,"Solihull"," Poplar̴Road,̴Solihull"," Poplar Road, Solihull"
"4540",2012,"Solihull"," Poplar̴Road,̴Solihull"," Poplar Road, Solihull"
"4541",2012,"Solihull"," Poplar̴Road,̴Solihull"," Poplar Road, Solihull"
"4542",2012,"Solihull","poplar̴way.","poplar way."
"4543",2012,"Solihull","Ppoplar̴road","Ppoplar road"
"4544",2012,"Solihull"," premier̴inn,̴stratford̴road"," premier inn, stratford road"
"4545",2012,"Solihull"," Radlow̴Crescent,̴Marston̴Green"," Radlow Crescent, Marston Green"
"4546",2012,"Solihull","ramada̴hotel","ramada hotel"
"4547",2012,"Solihull","rover̴drive","rover drive"
"4548",2012,"Solihull","rover̴drive","rover drive"
"4549",2012,"Solihull","Saddlers̴Arms","Saddlers Arms"
"4550",2012,"Solihull","Shirral̴Grove","Shirral Grove"
"4551",2012,"Solihull","solihull̴high̴street","solihull high street"
"4552",2012,"Solihull","Solihull̴High̴Street","Solihull High Street"
"4553",2012,"Solihull","Solihull̴Town̴centre","Solihull Town centre"
"4554",2012,"Solihull","solihull̴town̴centre","solihull town centre"
"4555",2012,"Solihull","Solihull̴Town̴Centre","Solihull Town Centre"
"4556",2012,"Solihull","Solihull̴Town̴Centre","Solihull Town Centre"
"4557",2012,"Solihull","Station̴Rd̴Solihull","Station Rd Solihull"
"4558",2012,"Solihull","Station̴Road","Station Road"
"4559",2012,"Solihull","Station̴Road","Station Road"
"4560",2012,"Solihull","Station̴road̴Solihull","Station road Solihull"
"4561",2012,"Solihull"," Station̴Road,̴Solihull."," Station Road, Solihull."
"4562",2012,"Solihull","Stratford̴Road","Stratford Road"
"4563",2012,"Solihull","Stratford̴Road̴Shirley","Stratford Road Shirley"
"4564",2012,"Solihull","The̴bear̴at̴Berkswell","The bear at Berkswell"
"4565",2012,"Solihull","The̴Cresent̴Solihull","The Cresent Solihull"
"4566",2012,"Solihull","The̴Radleys","The Radleys"
"4567",2012,"Solihull"," Three̴Horseshoes,̴Sheldon"," Three Horseshoes, Sheldon"
"4568",2012,"Solihull","Touchwood̴Centre","Touchwood Centre"
"4569",2012,"Solihull","Warwick̴Road","Warwick Road"
"4570",2012,"Solihull","Warwick̴Road̴Olton","Warwick Road Olton"
"4571",2012,"Solihull","warwick̴road̴solihull","warwick road solihull"
"4572",2012,"Solihull","Widney̴Lane/̴Blossomfield̴tennis̴club","Widney Lane/ Blossomfield tennis club"
"4573",2012,"Sandwell","Abraham̴Darby̴Public̴House","Abraham Darby Public House"
"4574",2012,"Sandwell"," All̴Saints̴Way,̴West̴bromwich"," All Saints Way, West bromwich"
"4575",2012,"Sandwell","arcadian̴�����̴birmingham","arcadian ����� birmingham"
"4576",2012,"Sandwell","arcadian̴�����̴birmingham","arcadian ����� birmingham"
"4577",2012,"Sandwell","asda̴great̴bridge","asda great bridge"
"4578",2012,"Sandwell","bearwood̴High̴Street","bearwood High Street"
"4579",2012,"Sandwell","Bearwood̴high̴street","Bearwood high street"
"4580",2012,"Sandwell","Bearwood̴High̴Street","Bearwood High Street"
"4581",2012,"Sandwell","Bearwood̴rd","Bearwood rd"
"4582",2012,"Sandwell","Bearwood̴road","Bearwood road"
"4583",2012,"Sandwell","Bearwood̴Road","Bearwood Road"
"4584",2012,"Sandwell"," Bet̴Fred,̴Duchess̴Park,̴West̴Bromwich"," Bet Fred, Duchess Park, West Bromwich"
"4585",2012,"Sandwell"," BetFred,̴West̴Bromwich"," BetFred, West Bromwich"
"4586",2012,"Sandwell","Bham̴street̴stourbridge","Bham street stourbridge"
"4587",2012,"Sandwell"," Birch̴Road,̴Oldbury"," Birch Road, Oldbury"
"4588",2012,"Sandwell","Blackheath̴housing̴office","Blackheath housing office"
"4589",2012,"Sandwell"," Bourne̴Avenue,̴Tipton"," Bourne Avenue, Tipton"
"4590",2012,"Sandwell","bridge̴st","bridge st"
"4591",2012,"Sandwell","Bridgnorth̴Rd","Bridgnorth Rd"
"4592",2012,"Sandwell","Brook̴ST","Brook ST"
"4593",2012,"Sandwell","Burntree","Burntree"
"4594",2012,"Sandwell","cape̴hill","cape hill"
"4595",2012,"Sandwell"," Carters̴Green,̴West̴Bromwich"," Carters Green, West Bromwich"
"4596",2012,"Sandwell"," Carters̴Green,̴West̴Bromwich"," Carters Green, West Bromwich"
"4597",2012,"Sandwell"," Carters̴Green,̴West̴Bromwich"," Carters Green, West Bromwich"
"4598",2012,"Sandwell","Causeway̴Rowley","Causeway Rowley"
"4599",2012,"Sandwell"," Chapel̴Street,̴Oldbury"," Chapel Street, Oldbury"
"4600",2012,"Sandwell"," Chip̴shop,̴great̴bridge̴tipton"," Chip shop, great bridge tipton"
"4601",2012,"Sandwell","Church̴Street̴Old̴Hill","Church Street Old Hill"
"4602",2012,"Sandwell","Church̴street̴Oldbury","Church street Oldbury"
"4603",2012,"Sandwell"," Church̴street,̴oldbury"," Church street, oldbury"
"4604",2012,"Sandwell","clairmint̴road̴smethwick","clairmint road smethwick"
"4605",2012,"Sandwell","Claremont̴Road̴Smethwick","Claremont Road Smethwick"
"4606",2012,"Sandwell","clifford̴road","clifford road"
"4607",2012,"Sandwell"," Collins̴Street,̴West̴Bromwich"," Collins Street, West Bromwich"
"4608",2012,"Sandwell"," Collins̴Street,̴West̴Bromwich"," Collins Street, West Bromwich"
"4609",2012,"Sandwell","Cumberland̴Road̴Wednesbury","Cumberland Road Wednesbury"
"4610",2012,"Sandwell","Delville̴Terrace","Delville Terrace"
"4611",2012,"Sandwell","Desi̴Marsla̴West̴Bromwich","Desi Marsla West Bromwich"
"4612",2012,"Sandwell","Dilshad̴Restaurant̴Oldbury̴Road̴Blackheath","Dilshad Restaurant Oldbury Road Blackheath"
"4613",2012,"Sandwell","Dudley̴Road","Dudley Road"
"4614",2012,"Sandwell","dudley̴road̴east","dudley road east"
"4615",2012,"Sandwell","Dudley̴Road̴East̴Tividale","Dudley Road East Tividale"
"4616",2012,"Sandwell"," Edward̴Street,̴West̴Bromwich"," Edward Street, West Bromwich"
"4617",2012,"Sandwell"," Elm̴Tree̴Way,̴Cradley̴Heath"," Elm Tree Way, Cradley Heath"
"4618",2012,"Sandwell","Forge̴Lane","Forge Lane"
"4619",2012,"Sandwell","Front̴Office̴Smethwick","Front Office Smethwick"
"4620",2012,"Sandwell","grange̴Road̴Cradley","grange Road Cradley"
"4621",2012,"Sandwell"," gregory̴avenue,̴Weoley̴Castle"," gregory avenue, Weoley Castle"
"4622",2012,"Sandwell","H/A","H/A"
"4623",2012,"Sandwell","Habberly̴Road","Habberly Road"
"4624",2012,"Sandwell","Hagley̴Road̴West","Hagley Road West"
"4625",2012,"Sandwell","Haig̴Street","Haig Street"
"4626",2012,"Sandwell"," halesowen̴Road,̴Cradley"," halesowen Road, Cradley"
"4627",2012,"Sandwell","HANNOVER̴ROAD","HANNOVER ROAD"
"4628",2012,"Sandwell"," Hanover̴Road,̴Rowley̴regis"," Hanover Road, Rowley regis"
"4629",2012,"Sandwell","Harborne̴Stores̴Harborne","Harborne Stores Harborne"
"4630",2012,"Sandwell","Harborne̴Stores̴Harborne","Harborne Stores Harborne"
"4631",2012,"Sandwell","Hargate̴Arms̴Public̴House","Hargate Arms Public House"
"4632",2012,"Sandwell"," Hasbury̴PH,̴Halesowen"," Hasbury PH, Halesowen"
"4633",2012,"Sandwell"," Hasbury̴PH,̴Halesowen"," Hasbury PH, Halesowen"
"4634",2012,"Sandwell"," Hasbury̴PH,̴Halesowen"," Hasbury PH, Halesowen"
"4635",2012,"Sandwell","HENDERSON̴WAY","HENDERSON WAY"
"4636",2012,"Sandwell","HERMIT̴STREET","HERMIT STREET"
"4637",2012,"Sandwell","high̴st̴smethwick","high st smethwick"
"4638",2012,"Sandwell","high̴st̴WB","high st WB"
"4639",2012,"Sandwell","HIGH̴ST̴WEST̴BROM","HIGH ST WEST BROM"
"4640",2012,"Sandwell","high̴st̴west̴bromwich","high st west bromwich"
"4641",2012,"Sandwell","High̴Street̴Smethwick","High Street Smethwick"
"4642",2012,"Sandwell","high̴street̴wednesbury","high street wednesbury"
"4643",2012,"Sandwell","High̴Street̴West̴Bromwich","High Street West Bromwich"
"4644",2012,"Sandwell","High̴Street̴Wollaston.","High Street Wollaston."
"4645",2012,"Sandwell"," High̴Street,̴Smethwick"," High Street, Smethwick"
"4646",2012,"Sandwell"," High̴Street,̴Smethwick"," High Street, Smethwick"
"4647",2012,"Sandwell"," High̴Street,̴Wednesbury"," High Street, Wednesbury"
"4648",2012,"Sandwell"," High̴Street,̴West̴Bromwich"," High Street, West Bromwich"
"4649",2012,"Sandwell"," High̴Street,̴West̴Bromwich"," High Street, West Bromwich"
"4650",2012,"Sandwell"," High̴Street,̴West̴Bromwich"," High Street, West Bromwich"
